Timestamp,Machine_ID,Temperature,Pressure
2026-03-24 21:28:34.327801,Machine_A,29.56354448529566,1.236573018666803
2026-03-24 21:28:34.832317,Machine_A,28.680888352926395,1.1830266609646616
2026-03-24 21:28:35.334626,Machine_A,28.680888352926395,1.1830266609646616
2026-03-24 21:28:35.838917,Machine_A,24.85530869923933,1.385036432446845
2026-03-24 21:28:36.341904,Machine_A,24.85530869923933,1.385036432446845
2026-03-24 21:28:36.845651,Machine_A,,1.0475576904853838
2026-03-24 21:28:37.350006,Machine_A,24.02686729803837,1.0475576904853838
2026-03-24 21:28:37.853983,Machine_A,25.19572068210701,1.0141658563787808
2026-03-24 21:28:38.358148,Machine_A,25.19572068210701,1.0141658563787808
2026-03-24 21:28:38.862306,Machine_A,28.27637404181837,1.3322869219003877
2026-03-24 21:28:39.366293,Machine_A,28.27637404181837,999.9
2026-03-24 21:28:39.869557,Machine_A,20.42177383599081,1.2930273096291633
2026-03-24 21:28:40.373563,Machine_A,20.42177383599081,1.2930273096291633
2026-03-24 21:28:40.877890,Machine_A,20.63383660474136,1.1701202610876262
2026-03-24 21:28:41.381545,Machine_A,20.63383660474136,1.1701202610876262
2026-03-24 21:28:41.885778,Machine_A,25.51369972393342,1.4850225415440128
2026-03-24 21:28:41.885778,Machine_A,25.51369972393342,1.4850225415440128
2026-03-24 21:28:42.389804,Machine_A,25.51369972393342,1.4850225415440128
2026-03-24 21:28:42.893795,Machine_A,27.217564219784972,1.0873623386845812
2026-03-24 21:28:43.397161,Machine_A,27.217564219784972,1.0873623386845812
2026-03-24 21:28:43.901183,Machine_A,25.95352310192874,1.301707812464071
